Chl,EC,DO,Phycoprotein,Turbidity,T,PH,Ammonia Nitrogen
10.07,408.55,9.37,2681.48,6.85,28.457,8.56,1.01
10.15,408.54,9.39,2690.8,6.84,28.455,8.57,1.01
10.16,408.45,9.41,2706.5,6.86,28.454,8.57,1.01
10.1,408.43,9.42,2736.81,6.9,28.454,8.58,1.01
10.04,408.41,9.44,2776.16,6.91,28.455,8.58,1.01
10.1,408.37,9.45,2788.81,6.89,28.456,8.59,1.01
10.17,408.33,9.47,2799.93,6.97,28.458,8.59,1.01
10.0,408.31,9.48,2806.3,6.93,28.459,8.6,1.01
10.01,408.27,9.5,2778.39,6.94,28.46,8.6,1.01
9.95,408.24,9.51,2783.76,6.95,28.46,8.6,1.01
9.88,408.16,9.53,2799.25,6.95,28.46,8.61,1.01
9.83,408.14,9.54,2799.65,6.98,28.459,8.61,1.01
9.8,408.08,9.55,2780.93,6.96,28.458,8.61,1.01
9.87,408.06,9.56,2789.31,7.0,28.456,8.62,1.01
9.93,407.96,9.57,2787.84,6.97,28.453,8.62,1.01
9.97,407.95,9.57,2806.51,7.0,28.45,8.62,1.01
10.08,407.89,9.58,2822.52,7.01,28.447,8.63,1.01
10.19,407.89,9.59,2826.98,7.03,28.445,8.63,1.01
10.3,407.84,9.6,2866.21,7.0,28.443,8.63,1.01
10.3,407.86,9.61,2877.91,7.07,28.441,8.0,1.01
10.29,407.87,9.62,2903.61,7.06,28.439,8.63,1.01
10.28,407.92,9.63,2882.98,7.03,28.438,8.64,1.01
10.22,407.91,9.63,2905.97,7.04,28.437,8.64,1.01
10.21,407.94,9.64,2897.25,6.99,28.437,8.64,1.01
10.19,407.99,9.64,2887.52,6.99,28.437,8.64,1.01
10.18,408.01,9.65,2882.07,6.93,28.437,8.64,1.01
10.21,408.03,9.65,2851.39,6.87,28.438,8.64,1.01
10.11,408.01,9.65,2818.09,6.87,28.439,8.64,1.01
10.12,408.06,9.66,2794.1,6.75,28.44,8.64,1.01
10.09,408.1,9.66,2750.19,6.76,28.442,8.63,1.01
10.08,408.14,9.66,2720.91,6.78,28.442,8.63,1.01
9.99,408.15,9.66,2702.23,6.79,28.442,8.63,1.01
10.03,408.21,9.65,2681.83,6.8,28.442,8.63,1.01
9.97,408.22,9.65,2669.93,6.87,28.441,8.63,1.01
9.94,408.27,9.64,2662.01,6.95,28.44,8.62,1.01
9.96,408.27,9.63,2670.49,6.96,28.439,8.62,1.01
10.04,408.29,9.61,2700.78,7.04,28.437,8.62,1.01
9.99,408.27,9.6,2688.87,7.13,28.436,8.61,1.01
10.09,408.3,9.58,2690.12,7.08,28.434,8.61,1.01
10.14,408.28,9.57,2687.81,7.11,28.433,8.6,1.01
10.22,408.32,9.55,2709.65,7.1,28.432,8.6,1.02
10.17,408.31,9.54,2707.11,7.01,28.432,8.6,1.02
10.19,408.31,9.53,2715.86,7.08,28.432,8.6,1.02
10.19,408.29,9.52,2684.34,7.04,28.433,8.59,1.02
10.12,408.32,9.51,2692.32,7.0,28.434,8.59,1.02
10.04,408.32,9.5,2695.48,7.04,28.434,8.59,1.02
10.08,408.37,9.5,2682.71,6.95,28.435,8.59,1.02
10.16,408.4,9.49,2702.17,7.04,28.435,8.59,1.02
10.21,408.47,9.48,2704.23,7.09,28.435,8.58,1.02
10.26,408.6,9.47,2693.42,7.14,28.436,8.58,1.02
10.3,408.69,9.46,2702.75,7.11,28.436,8.58,1.02
10.36,408.72,9.45,2706.06,7.09,28.437,8.57,1.02
10.34,408.79,9.44,2692.43,7.12,28.436,8.57,1.03
10.37,408.82,9.43,2714.51,7.09,28.435,8.56,1.03
10.41,408.87,9.41,2670.38,7.05,28.431,8.56,1.03
10.53,408.84,9.39,2651.89,7.05,28.425,8.55,1.03
10.5,408.83,9.37,2649.09,7.03,28.418,8.55,1.03
10.51,408.84,9.36,2640.46,7.01,28.411,8.54,1.03
10.64,408.87,9.34,2643.5,7.02,28.406,8.54,1.03
10.61,408.89,9.32,2645.9,7.03,28.402,8.53,1.03
10.68,408.87,9.3,2641.5,7.06,28.399,8.53,1.03
10.58,408.86,9.28,2655.05,7.13,28.4,8.52,1.03
10.57,408.83,9.27,2657.75,7.18,28.402,8.52,1.04
10.52,408.84,9.26,2647.58,7.14,28.404,8.52,1.04
10.44,408.77,9.25,2664.81,7.27,28.405,8.52,1.04
10.31,408.76,9.24,2683.08,7.32,28.406,8.51,1.04
10.31,408.69,9.23,2689.87,7.36,28.407,8.51,1.04
10.24,408.69,9.23,2680.06,7.29,28.407,8.51,1.04
10.26,408.69,9.23,2683.98,7.27,28.407,8.52,1.04
10.16,408.71,9.23,2698.52,7.25,28.407,8.52,1.04
10.26,408.69,9.23,2689.28,7.21,28.407,8.52,1.04
10.23,408.72,9.23,2664.82,7.19,28.406,8.52,1.04
10.2,408.67,9.24,2666.18,7.07,28.406,8.52,1.04
10.11,408.68,9.24,2657.4,7.13,28.405,8.52,1.04
8.99,408.65,9.24,2651.84,7.13,28.404,8.52,1.04
10.91,408.66,9.24,2627.19,7.17,28.402,8.52,1.04
10.57,408.6,9.24,2644.2,7.07,28.4,8.53,1.04
10.29,408.55,9.24,2638.54,7.11,28.398,8.53,1.04
10.16,408.46,9.25,2622.95,7.06,28.397,8.53,1.04
10.13,408.45,9.25,2656.31,7.07,28.396,8.53,1.04
10.19,408.37,9.26,2756.82,7.05,28.394,8.53,1.04
10.26,408.34,9.26,2863.97,7.07,28.393,8.53,1.04
10.26,408.29,9.27,2888.8,7.06,28.391,8.53,1.04
10.33,408.25,9.28,2870.44,7.0,28.388,8.54,1.04
10.42,408.17,9.28,2857.01,6.99,28.385,8.54,1.04
10.43,408.1,9.28,2805.53,7.02,28.383,8.54,1.04
10.41,408.02,9.29,2827.3,7.06,28.38,8.55,1.04
10.41,407.97,9.3,2839.73,6.98,28.378,8.55,1.04
10.37,407.92,9.32,2838.19,6.99,28.376,8.56,1.04
10.43,407.86,9.33,2832.34,7.07,28.377,8.56,1.04
10.58,407.85,9.34,2845.64,7.07,28.379,8.57,1.04
10.71,407.81,9.36,2850.05,7.09,28.382,8.57,1.04
10.83,407.81,9.38,2871.56,7.05,28.387,8.58,1.04
10.98,407.74,9.4,2879.17,6.99,28.393,8.58,1.04
11.15,407.72,9.43,2911.59,7.04,28.4,8.59,1.04
11.25,407.68,9.46,2924.79,7.1,28.406,8.6,1.04
11.27,407.7,9.49,2908.98,7.05,28.412,8.61,1.04
11.44,407.65,9.52,2947.12,7.0,28.417,8.62,1.03
11.64,407.66,9.56,2989.64,6.98,28.422,8.62,1.03
11.75,407.64,9.6,2993.78,7.01,28.426,8.63,1.03
11.87,407.62,9.64,3027.06,7.05,28.428,8.64,1.03
12.19,407.57,9.68,3046.2,7.04,28.428,8.65,1.03
12.51,407.54,9.72,3091.03,7.04,28.427,8.66,1.03
12.87,407.49,9.77,3110.91,6.98,28.424,8.67,1.02
13.03,407.49,9.8,3144.48,7.02,28.42,8.67,1.02
13.05,407.41,9.84,3169.42,7.12,28.411,8.68,1.02
13.26,407.43,9.86,3203.85,7.1,28.402,8.68,1.02
13.14,407.37,9.89,3013.72,7.08,28.393,8.69,1.01
13.19,407.36,9.91,3143.74,7.08,28.385,8.69,1.01
13.22,407.32,9.92,3031.07,7.1,28.378,8.69,1.01
13.34,407.33,9.93,2976.64,7.18,28.373,8.69,1.01
13.43,407.32,9.93,2967.39,7.18,28.37,8.69,1.01
13.35,407.32,9.93,3024.79,7.16,28.37,8.69,1.0
13.46,407.28,9.92,3113.14,7.29,28.37,8.69,1.0
13.34,407.29,9.92,2951.16,7.35,28.372,8.69,1.0
13.34,407.24,9.92,2724.57,7.43,28.372,8.69,1.0
13.42,407.22,9.92,3376.29,7.44,28.372,8.69,1.0
13.39,407.2,9.92,3514.63,7.43,28.371,8.69,1.0
13.5,407.15,9.92,3483.77,7.47,28.369,8.69,1.0
13.49,407.17,9.92,3454.85,7.53,28.366,8.69,0.99
13.47,407.14,9.93,3433.75,7.4,28.363,8.69,0.99
13.45,407.12,9.93,3405.79,7.37,28.36,8.69,0.99
13.49,407.1,9.93,3377.03,7.28,28.359,8.69,0.99
13.63,407.08,9.93,3378.15,7.21,28.357,8.69,0.99
13.68,407.09,9.93,3384.13,7.2,28.355,8.69,0.99
13.75,407.11,9.93,3340.05,7.13,28.354,8.69,0.99
13.73,407.08,9.93,3293.26,7.12,28.354,8.69,0.99
12.93,407.11,9.93,3282.45,7.15,28.354,8.69,0.99
14.89,407.14,9.93,3269.11,7.15,28.354,8.69,0.99
14.43,407.15,9.93,3272.67,7.13,28.353,8.68,0.99
13.9,407.12,9.93,3270.26,7.15,28.354,8.68,0.99
13.75,407.12,9.93,3288.45,7.1,28.354,8.68,0.99
13.84,407.11,9.93,3300.01,7.12,28.354,8.68,0.99
13.89,407.15,9.93,3110.78,7.21,28.353,8.68,0.99
13.89,407.13,9.93,3556.62,7.17,28.352,8.68,0.99
13.9,407.13,9.93,2972.71,7.17,28.351,8.68,0.99
14.07,407.11,9.93,3236.1,7.16,28.35,8.68,0.99
14.11,407.12,9.93,3318.13,7.09,28.35,8.68,0.99
14.15,407.09,9.93,3290.81,7.17,28.352,8.68,0.99
14.03,407.16,9.93,3283.2,7.26,28.354,8.68,0.99
14.06,407.17,9.93,3273.89,7.19,28.358,8.68,0.99
14.09,407.22,9.93,3284.42,7.15,28.363,8.68,0.99
13.95,407.24,9.93,3283.72,7.19,28.367,8.68,0.99
13.92,407.3,9.93,3267.22,7.21,28.373,8.68,0.99
13.98,407.34,9.93,3266.75,7.24,28.378,8.68,0.99
13.96,407.38,9.93,3252.26,7.34,28.382,8.68,0.99
13.67,407.43,9.92,3242.89,7.29,28.386,8.68,0.99
13.49,407.49,9.92,3237.54,7.26,28.39,8.68,0.99
13.37,407.57,9.91,3233.77,7.26,28.395,8.68,0.99
13.23,407.62,9.89,3218.53,7.2,28.4,8.68,0.99
13.03,407.68,9.88,3232.09,7.26,28.403,8.67,0.99
12.93,407.73,9.87,3184.77,7.26,28.405,8.67,0.99
12.78,407.81,9.85,3175.69,7.2,28.407,8.67,0.99
12.8,407.8,9.84,3170.01,7.13,28.409,8.66,0.99
12.68,407.84,9.83,3149.38,7.13,28.408,8.66,0.99
12.54,407.86,9.81,3164.02,7.18,28.407,8.66,0.99
12.51,407.9,9.8,3139.05,7.26,28.406,8.65,0.99
12.58,407.94,9.78,3112.07,7.28,28.407,8.65,0.99
12.47,407.99,9.77,3098.58,7.2,28.409,8.65,0.99
12.45,407.99,9.76,2676.7,7.21,28.41,8.65,0.99
12.28,408.04,9.75,2708.93,7.25,28.413,8.64,0.99
12.22,408.07,9.74,3261.57,7.27,28.416,8.64,0.99
12.12,408.13,9.73,3111.09,7.26,28.418,8.64,0.99
12.05,408.12,9.72,3046.27,7.11,28.42,8.64,0.99
12.04,408.15,9.72,3056.08,7.01,28.421,8.64,0.99
12.23,408.1,9.71,3107.34,7.1,28.421,8.64,0.99
12.3,408.13,9.71,3139.74,7.17,28.42,8.64,0.99
12.49,408.11,9.71,3167.91,7.21,28.42,8.64,0.99
12.7,408.13,9.7,3177.9,7.3,28.419,8.64,0.99
12.74,408.12,9.7,3165.33,7.39,28.418,8.64,0.99
12.76,408.14,9.7,3173.94,7.43,28.418,8.64,0.99
12.87,408.14,9.71,3174.88,7.47,28.418,8.64,0.99
12.78,408.17,9.71,3191.29,7.32,28.421,8.64,0.99
12.69,408.18,9.71,3190.32,7.3,28.423,8.64,0.99
12.64,408.19,9.72,3191.01,7.28,28.426,8.64,0.99
12.67,408.16,9.72,3157.72,7.23,28.429,8.64,0.99
12.45,408.2,9.73,3132.06,7.17,28.432,8.64,0.98
12.36,408.17,9.73,3140.76,7.28,28.435,8.65,0.98
12.36,408.15,9.73,3130.2,7.23,28.436,8.65,0.98
12.24,408.19,9.73,3130.82,7.32,28.439,8.65,0.98
12.15,408.2,9.74,3106.14,7.39,28.441,8.65,0.98
12.12,408.23,9.74,3085.61,7.4,28.443,8.65,0.98
12.09,408.26,9.74,3238.2,7.32,28.445,8.65,0.98
12.05,408.29,9.75,3385.98,7.45,28.447,8.65,0.98
12.1,408.31,9.75,3263.5,7.28,28.45,8.65,0.98
12.13,408.34,9.75,3217.92,7.29,28.454,8.65,0.98
12.01,408.39,9.75,3191.77,7.33,28.458,8.65,0.98
12.03,408.46,9.75,3201.18,7.24,28.46,8.65,0.98
11.86,408.46,9.75,3192.6,7.17,28.463,8.65,0.97
11.73,408.52,9.74,3179.2,7.19,28.465,8.65,0.97
11.57,408.59,9.74,3189.05,7.06,28.467,8.65,0.97
11.49,408.66,9.73,3184.94,7.08,28.469,8.65,0.97
11.34,408.71,9.71,3174.42,7.07,28.471,8.64,0.97
11.24,408.77,9.71,3153.73,7.13,28.474,8.64,0.97
11.22,408.81,9.69,3139.72,7.11,28.477,8.64,0.97
11.33,408.9,9.68,3151.29,7.04,28.48,8.63,0.97
11.27,408.89,9.66,3130.82,6.99,28.482,8.63,0.97
11.2,409.0,9.64,3115.87,7.05,28.484,8.63,0.97
11.16,409.02,9.62,3118.26,6.96,28.487,8.62,0.97
11.13,409.1,9.6,3133.17,7.09,28.491,8.62,0.97
10.97,409.15,9.58,3297.33,7.03,28.497,8.62,0.97
10.8,409.26,9.57,2928.92,7.12,28.504,8.61,0.97
10.72,409.32,9.56,2959.93,7.08,28.512,8.61,0.97
10.75,409.39,9.54,2993.83,7.14,28.52,8.61,0.97
10.53,409.43,9.53,2993.24,7.2,28.528,8.61,0.97
10.52,409.48,9.52,2987.62,7.2,28.536,8.6,0.97
10.41,409.52,9.52,2986.57,7.15,28.543,8.6,0.97
10.51,409.53,9.51,2992.43,7.12,28.549,8.6,0.97
10.45,409.52,9.5,3125.62,7.16,28.552,8.6,0.97
10.37,409.52,9.49,2929.12,7.27,28.557,8.6,0.97
10.28,409.58,9.48,2976.48,7.36,28.559,8.6,0.97
10.24,409.62,9.47,3116.43,7.53,28.56,8.59,0.97
10.24,409.61,9.46,3099.89,7.55,28.559,8.59,0.97
10.1,409.57,9.45,3089.7,7.54,28.555,8.59,0.97
10.16,409.58,9.44,3091.19,7.57,28.55,8.59,0.97
10.25,409.58,9.43,3103.62,7.52,28.546,8.59,0.97
10.25,409.57,9.42,3094.54,7.35,28.54,8.59,0.97
10.27,409.54,9.42,3084.1,7.3,28.534,8.58,0.97
10.21,409.51,9.41,3064.89,7.08,28.53,8.58,0.97
10.11,409.51,9.4,3056.39,6.99,28.526,8.58,0.97
10.08,409.54,9.39,3026.53,7.1,28.525,8.58,0.96
9.95,409.5,9.37,3031.31,7.04,28.523,8.57,0.96
9.94,409.48,9.36,3048.56,6.99,28.522,8.57,0.96
9.97,409.37,9.35,3055.22,7.17,28.521,8.57,0.96
10.22,409.34,9.34,3045.95,7.26,28.519,8.57,0.96
10.52,409.23,9.33,3066.51,7.32,28.514,8.57,0.96
10.77,409.13,9.33,3073.66,7.32,28.505,8.57,0.96
11.13,408.97,9.33,3109.26,7.28,28.491,8.57,0.96
11.28,408.85,9.34,3113.69,7.3,28.476,8.57,0.96
11.32,408.74,9.35,3139.93,7.25,28.462,8.58,0.96
11.27,408.65,9.37,3122.78,7.14,28.449,8.58,0.96
11.26,408.57,9.38,3108.73,6.85,28.438,8.58,0.95
11.1,408.54,9.4,3114.17,6.95,28.43,8.58,0.95
10.97,408.52,9.42,3075.09,6.93,28.429,8.59,0.95
10.85,408.56,9.43,3039.36,6.94,28.429,8.59,0.95
10.87,408.56,9.44,3031.95,6.86,28.431,8.59,0.95
10.78,408.59,9.44,2983.4,6.81,28.434,8.59,0.95
10.91,408.6,9.44,2942.24,6.8,28.438,8.59,0.95
10.98,408.64,9.43,2962.62,6.81,28.443,8.59,0.95
11.12,408.63,9.43,2941.82,6.74,28.448,8.59,0.95
11.21,408.63,9.43,2928.33,6.78,28.452,8.59,0.95
11.38,408.62,9.43,2923.05,6.72,28.457,8.59,0.95
11.44,408.63,9.43,2931.06,6.71,28.461,8.59,0.95
11.64,408.62,9.43,2940.54,6.69,28.465,8.59,0.95
11.83,408.62,9.45,2941.53,6.68,28.468,8.59,0.95
11.97,408.6,9.46,2949.48,6.67,28.471,8.6,0.95
12.06,408.56,9.49,2961.77,6.64,28.472,8.6,0.95
12.28,408.51,9.51,2953.38,6.63,28.473,8.61,0.94
12.35,408.48,9.54,2945.85,6.65,28.474,8.61,0.94
12.41,408.46,9.58,2966.97,6.58,28.475,8.62,0.94
12.37,408.38,9.61,2946.74,6.62,28.475,8.62,0.94
12.42,408.36,9.63,2918.51,6.58,28.475,8.63,0.94
12.32,408.3,9.66,2902.7,6.58,28.475,8.63,0.94
12.3,408.3,9.67,2880.6,6.6,28.477,8.64,0.94
12.16,408.31,9.69,2841.9,6.62,28.48,8.64,0.94
12.16,408.34,9.71,2831.55,6.55,28.484,8.64,0.94
12.06,408.32,9.72,2834.05,6.58,28.49,8.65,0.94
11.95,408.38,9.73,2808.44,6.64,28.498,8.65,0.94
11.77,408.42,9.74,2773.83,6.69,28.507,8.65,0.94
11.63,408.53,9.75,2747.91,6.62,28.517,8.65,0.94
11.41,408.56,9.75,2728.79,6.57,28.525,8.65,0.94
11.24,408.58,9.75,2696.02,6.48,28.531,8.65,0.94
11.16,408.58,9.74,2698.69,6.56,28.534,8.64,0.94
11.01,408.58,9.74,2701.07,6.45,28.535,8.64,0.94
11.02,408.54,9.73,2656.8,6.47,28.53,8.64,0.94
11.02,408.52,9.72,2618.81,6.32,28.522,8.64,0.94
10.96,408.47,9.71,2593.09,6.43,28.512,8.64,0.94
10.84,408.41,9.7,2558.52,6.46,28.503,8.63,0.94
10.94,408.3,9.69,2531.14,6.49,28.492,8.63,0.94
11.01,408.27,9.68,2525.75,6.44,28.48,8.63,0.94
11.1,408.18,9.66,2529.49,6.46,28.468,8.63,0.94
11.19,408.12,9.65,2516.42,6.44,28.457,8.62,0.94
11.41,408.01,9.64,2512.26,6.5,28.444,8.62,0.94
11.59,407.94,9.62,2539.0,6.41,28.427,8.62,0.94
11.7,407.83,9.61,2551.87,6.43,28.412,8.62,0.94
11.8,407.71,9.59,2579.32,6.39,28.397,8.61,0.93
11.92,407.55,9.58,2639.2,6.39,28.38,8.61,0.93
12.03,407.43,9.57,2667.06,6.39,28.365,8.61,0.93
12.04,407.31,9.56,2715.94,6.39,28.352,8.61,0.93
12.14,407.22,9.55,2719.83,6.38,28.344,8.61,0.93
12.13,407.15,9.55,2733.03,6.32,28.338,8.61,0.93
12.26,407.09,9.54,2757.31,6.34,28.334,8.61,0.93
12.18,407.09,9.54,2770.73,6.35,28.332,8.61,0.93
12.14,407.05,9.54,2767.5,6.36,28.333,8.61,0.93
12.01,407.08,9.53,2772.51,6.32,28.333,8.61,0.93
11.92,407.05,9.53,2748.17,6.34,28.334,8.61,0.93
11.84,407.07,9.53,2714.31,6.32,28.334,8.61,0.93
11.76,407.07,9.53,2712.27,6.33,28.335,8.6,0.93
11.73,407.13,9.52,2709.18,6.35,28.336,8.6,0.93
11.63,407.14,9.52,2698.48,6.36,28.337,8.6,0.93
11.62,407.18,9.51,2681.59,6.39,28.34,8.6,0.94
11.48,407.19,9.5,2670.02,6.44,28.343,8.6,0.94
11.25,407.22,9.49,2660.47,6.4,28.348,8.59,0.94
11.05,407.25,9.47,2670.4,6.47,28.351,8.59,0.94
11.06,407.35,9.46,2681.59,6.46,28.354,8.59,0.94
10.88,407.4,9.44,2659.42,6.48,28.357,8.58,0.94
10.79,407.48,9.43,2641.8,6.49,28.359,8.58,0.94
10.64,407.49,9.41,2611.03,6.45,28.361,8.57,0.94
10.57,407.55,9.39,2609.61,6.36,28.362,8.57,0.94
10.33,407.58,9.37,2612.81,6.45,28.362,8.57,0.94
10.25,407.66,9.35,2582.75,6.38,28.363,8.56,0.94
10.03,407.65,9.33,2567.35,6.38,28.364,8.56,0.95
9.97,407.66,9.31,2564.15,6.39,28.366,8.55,0.95
9.94,407.62,9.3,2533.59,6.3,28.366,8.55,0.95
9.83,407.66,9.28,2525.94,6.28,28.368,8.54,0.95
9.72,407.67,9.26,2523.94,6.23,28.369,8.54,0.95
9.62,407.7,9.24,2505.3,6.11,28.372,8.53,0.95
9.46,407.73,9.21,2493.22,6.12,28.374,8.53,0.95
9.27,407.78,9.19,2470.07,6.06,28.377,8.52,0.96
9.06,407.84,9.17,2447.64,6.07,28.38,8.51,0.96
9.11,407.87,9.14,2437.58,6.06,28.383,8.51,0.96
9.06,407.93,9.12,2421.18,6.04,28.387,8.51,0.96
9.15,407.97,9.1,2406.88,6.04,28.392,8.5,0.96
9.18,408.03,9.08,2411.38,6.06,28.397,8.5,0.96
9.26,408.09,9.06,2412.25,6.09,28.403,8.49,0.96
9.22,408.19,9.04,2413.73,6.17,28.411,8.49,0.97
9.24,408.25,9.03,2389.36,6.2,28.422,8.49,0.97
9.2,408.37,9.02,2356.89,6.19,28.433,8.48,0.97
9.21,408.4,9.0,2361.93,6.23,28.443,8.48,0.97
9.25,408.47,8.99,2356.19,6.39,28.454,8.48,0.97
9.23,408.48,8.99,2373.22,6.45,28.462,8.48,0.97
9.18,408.48,8.98,2406.62,6.42,28.469,8.48,0.97
9.24,408.5,8.98,2393.34,6.38,28.472,8.48,0.97
9.23,408.55,8.99,2376.6,6.39,28.474,8.48,0.98
9.15,408.52,9.0,2372.01,6.41,28.474,8.48,0.98
9.19,408.5,9.01,2406.36,6.46,28.472,8.49,0.98
9.25,408.43,9.02,2439.38,6.36,28.47,8.49,0.98
9.26,408.42,9.03,2484.12,6.35,28.467,8.49,0.98
9.28,408.36,9.05,2505.57,6.35,28.464,8.5,0.98
9.39,408.33,9.06,2538.24,6.35,28.461,8.5,0.98
9.48,408.25,9.08,2536.79,6.35,28.458,8.51,0.98
9.53,408.24,9.09,2548.71,6.34,28.456,8.52,0.97
9.64,408.16,9.11,2570.86,6.3,28.455,8.52,0.97
9.7,408.15,9.14,2595.98,6.3,28.455,8.53,0.97
9.68,408.11,9.16,2613.12,6.36,28.454,8.54,0.97
9.86,408.11,9.19,2591.03,6.34,28.454,8.54,0.97
9.8,408.08,9.22,2637.27,6.38,28.455,8.55,0.97
9.86,408.09,9.24,2628.22,6.39,28.455,8.55,0.97
9.89,408.06,9.27,2630.03,6.43,28.454,8.56,0.97
9.93,408.06,9.29,2628.71,6.42,28.454,8.57,0.96
9.84,407.99,9.32,2618.09,6.48,28.453,8.57,0.96
9.82,407.93,9.34,2634.63,6.49,28.452,8.58,0.96
9.9,407.91,9.36,2632.43,6.44,28.449,8.58,0.96
9.86,407.85,9.38,2631.62,6.42,28.446,8.59,0.96
9.9,407.81,9.39,2631.2,6.42,28.441,8.59,0.95
9.98,407.72,9.41,2643.15,6.43,28.436,8.59,0.95
10.2,407.72,9.43,2623.71,6.46,28.429,8.6,0.95
10.1,407.68,9.44,2638.63,6.45,28.422,8.6,0.95
10.18,407.62,9.46,2651.32,6.47,28.416,8.6,0.95
10.32,407.56,9.47,2680.71,6.53,28.411,8.6,0.95
10.3,407.54,9.49,2693.29,6.59,28.403,8.6,0.94
10.32,407.49,9.49,2704.45,6.65,28.397,8.61,0.94
10.28,407.44,9.5,2707.78,6.66,28.39,8.61,0.94
10.26,407.39,9.5,2715.27,6.66,28.384,8.61,0.94
10.15,407.37,9.51,2748.09,6.68,28.378,8.61,0.94
10.13,407.28,9.51,2730.9,6.64,28.372,8.61,0.94
10.08,407.25,9.5,2741.73,6.64,28.364,8.61,0.94
10.14,407.17,9.5,3105.43,6.58,28.353,8.6,0.94
10.29,407.14,9.49,2865.23,6.6,28.342,8.6,0.94
10.36,407.09,9.48,2841.42,6.54,28.329,8.6,0.93
10.55,407.03,9.46,2782.01,6.67,28.317,8.6,0.93
10.65,406.94,9.45,2798.66,6.66,28.304,8.6,0.93
10.54,406.96,9.44,2789.56,6.71,28.295,8.59,0.93
10.57,406.9,9.43,2802.23,6.78,28.289,8.59,0.93
10.57,406.95,9.42,2805.33,6.7,28.285,8.59,0.93
10.45,406.94,9.41,2799.99,6.72,28.285,8.58,0.93
10.27,406.95,9.41,2777.06,6.64,28.287,8.58,0.93
10.26,406.99,9.39,2751.44,6.74,28.29,8.58,0.93
10.28,407.04,9.38,2770.73,6.81,28.298,8.58,0.93
10.12,407.06,9.37,2751.96,6.71,28.306,8.58,0.93
10.15,407.11,9.35,2730.19,6.68,28.315,8.57,0.93
10.16,407.11,9.34,2723.63,6.68,28.325,8.57,0.93
10.12,407.16,9.33,2691.15,6.7,28.335,8.57,0.93
10.13,407.18,9.33,2690.77,6.76,28.344,8.57,0.94
10.16,407.22,9.32,2673.28,6.68,28.352,8.57,0.94
10.23,407.25,9.32,2690.57,6.57,28.359,8.57,0.94
10.27,407.27,9.32,2683.72,6.46,28.365,8.57,0.94
10.35,407.29,9.32,2690.06,6.44,28.369,8.57,0.94
10.41,407.3,9.32,2697.79,6.53,28.372,8.57,0.94
10.58,407.28,9.33,2700.75,6.56,28.373,8.57,0.94
10.8,407.26,9.33,2718.6,6.51,28.373,8.57,0.94
11.06,407.23,9.34,2738.78,6.48,28.371,8.58,0.94
11.24,407.17,9.35,2750.12,6.55,28.367,8.58,0.94
11.42,407.12,9.35,2764.87,6.57,28.362,8.58,0.94
11.59,407.04,9.36,2775.0,6.67,28.354,8.59,0.94
11.83,406.98,9.37,2787.92,6.66,28.348,8.59,0.94
11.89,406.9,9.39,2822.85,6.7,28.341,8.59,0.94
12.08,406.84,9.4,2829.61,6.71,28.333,8.6,0.94
12.25,406.72,9.42,2847.86,6.79,28.326,8.6,0.94
12.42,406.63,9.44,2860.14,6.84,28.32,8.61,0.93
12.48,406.52,9.45,2848.86,6.88,28.314,8.61,0.93
12.68,406.44,9.47,2887.22,6.82,28.31,8.62,0.93
12.94,406.34,9.49,2893.78,6.82,28.307,8.62,0.93
13.18,406.27,9.51,2911.01,6.77,28.305,8.63,0.93
13.48,406.17,9.53,2930.25,6.73,28.304,8.63,0.93
13.68,406.11,9.54,2926.47,6.74,28.304,8.64,0.92
13.88,406.02,9.56,2933.86,6.7,28.305,8.64,0.92
14.05,406.01,9.58,2961.83,6.71,28.306,8.65,0.92
14.18,405.96,9.6,2987.74,6.72,28.308,8.65,0.92
14.27,405.93,9.61,3006.94,6.71,28.309,8.66,0.92
14.41,405.88,9.63,3022.79,6.77,28.312,8.66,0.91
14.47,405.89,9.65,3027.55,6.76,28.315,8.67,0.91
14.63,405.85,9.66,3029.02,6.72,28.319,8.67,0.91
14.66,405.85,9.68,3031.45,6.69,28.322,8.67,0.91
14.79,405.79,9.69,3034.39,6.72,28.327,8.68,0.9
14.83,405.8,9.71,3053.78,6.63,28.331,8.68,0.9
14.88,405.77,9.72,3046.98,6.59,28.335,8.69,0.9
15.11,405.77,9.74,3053.21,6.6,28.338,8.69,0.9
15.13,405.73,9.75,3066.63,6.69,28.342,8.69,0.9
14.84,405.72,9.76,3073.36,6.64,28.346,8.7,0.89
15.78,405.72,9.77,3074.51,6.62,28.35,8.7,0.89
15.75,405.76,9.78,3082.44,6.56,28.354,8.7,0.89
15.67,405.77,9.79,3100.89,6.63,28.358,8.71,0.89
15.78,405.76,9.81,3107.58,6.7,28.362,8.71,0.89
15.85,405.74,9.82,3152.84,6.69,28.364,8.71,0.88
15.89,405.74,9.83,3065.31,6.64,28.365,8.71,0.88
15.96,405.75,9.84,3020.63,6.67,28.365,8.72,0.88
16.12,405.73,9.85,3118.45,6.62,28.364,8.72,0.88
16.28,405.71,9.86,3117.63,6.64,28.362,8.72,0.88
16.08,405.67,9.87,3118.7,6.63,28.36,8.72,0.88
16.09,405.67,9.87,3107.8,6.54,28.358,8.73,0.87
15.98,405.63,9.88,3087.6,6.55,28.355,8.73,0.87
15.96,405.62,9.88,3105.02,6.65,28.351,8.73,0.87
